woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
opolskie,kluczborski,2018,1604000,40,94,96,403,179.0,87.0,137.0,0.4849,4159,0.2963,0.7,27.3
opolskie,krapkowicki,2018,1605000,15,105,105,218,129.0,33.0,56.0,0.5401,4858,0.3242,0.66,29.3
opolskie,kedzierzynsko-kozielski,2018,1603000,46,132,143,397,158.0,20.0,219.0,0.5804,4928,0.3986,0.64,29.4
opolskie,m. opole,2018,1661000,50,137,213,641,486.0,94.0,61.0,0.5004,4797,0.4026,0.59,30.4
opolskie,namyslowski,2018,1606000,11,48,68,214,116.0,6.0,92.0,0.4883,4176,0.3454,0.67,29.1
opolskie,nyski,2018,1607000,61,367,457,1270,618.0,144.0,508.0,0.4465,3875,0.2955,0.7,27.9
opolskie,oleski,2018,1608000,13,56,72,168,94.0,18.0,56.0,0.4898,3827,0.2739,0.66,29.9
opolskie,opolski,2018,1609000,49,145,169,423,223.0,36.0,164.0,0.5166,4018,0.281,0.64,32.1
opolskie,prudnicki,2018,1610000,18,94,93,244,130.0,10.0,104.0,0.4894,3847,0.2857,0.64,31.7
opolskie,strzelecki,2018,1611000,14,100,74,248,111.0,33.0,104.0,0.4517,4049,0.2217,0.67,28.8
podkarpackie,bieszczadzki,2018,1801000,5,39,44,131,79.0,5.0,47.0,0.6043,3972,0.25,0.8,23.5
podkarpackie,brzozowski,2018,1802000,10,148,140,343,173.0,58.0,112.0,0.6179,3714,0.1575,0.81,24.4
podkarpackie,debicki,2018,1803000,31,225,260,675,339.0,88.0,248.0,0.5188,3965,0.1667,0.84,24.5
podkarpackie,jaroslawski,2018,1804000,10,165,186,382,247.0,29.0,106.0,0.6201,3958,0.2368,0.82,25.6
podkarpackie,jasielski,2018,1805000,24,376,265,331,230.0,36.0,65.0,0.6019,3813,0.2007,0.82,24.0
podkarpackie,kolbuszowski,2018,1806000,10,172,167,429,235.0,56.0,138.0,0.5127,3611,0.1372,0.86,24.5
podkarpackie,krosnienski,2018,1807000,26,269,294,467,260.0,80.0,127.0,0.4321,3498,0.2542,0.76,26.2
podkarpackie,leski,2018,1821000,5,44,55,48,46.0,2.0,0.0,0.5689,4172,0.2479,0.73,27.2
podkarpackie,lezajski,2018,1808000,7,154,197,385,208.0,39.0,138.0,0.5751,3843,0.185,0.84,24.6
podkarpackie,lubaczowski,2018,1809000,6,60,67,91,65.0,5.0,21.0,0.4805,3640,0.2482,0.79,26.6
podkarpackie,m. krosno,2018,1861000,9,63,99,384,320.0,48.0,16.0,0.4423,3875,0.4057,0.66,27.5
podkarpackie,m. przemysl,2018,1862000,14,160,153,550,243.0,47.0,260.0,0.6577,3828,0.5418,0.71,25.1
podkarpackie,m. rzeszow,2018,1863000,118,372,300,576,334.0,54.0,188.0,0.6313,4802,0.32,0.64,28.4
podkarpackie,m. tarnobrzeg,2018,1864000,7,93,134,369,159.0,53.0,157.0,0.5173,3808,0.4,0.71,24.5
podkarpackie,mielecki,2018,1811000,48,345,314,920,471.0,124.0,325.0,0.4922,4289,0.2301,0.8,24.6
podkarpackie,nizanski,2018,1812000,25,119,123,320,160.0,32.0,128.0,0.5789,3475,0.1872,0.77,27.3
podkarpackie,przemyski,2018,1813000,31,100,127,253,114.0,47.0,92.0,0.5898,3582,0.2063,0.83,26.0
podkarpackie,przeworski,2018,1814000,47,187,178,201,147.0,29.0,25.0,0.5983,3622,0.1582,0.79,26.6
podkarpackie,ropczycko-sedziszowski,2018,1815000,15,187,183,260,166.0,26.0,68.0,0.5473,3898,0.1409,0.86,24.1
podkarpackie,rzeszowski,2018,1816000,50,325,331,820,383.0,187.0,250.0,0.5853,3979,0.173,0.77,28.0
podkarpackie,sanocki,2018,1817000,30,182,238,570,236.0,178.0,156.0,0.5202,3874,0.2453,0.8,24.5
podkarpackie,stalowowolski,2018,1818000,47,192,188,346,210.0,51.0,85.0,0.4452,4272,0.2807,0.75,25.2
podkarpackie,strzyzowski,2018,1819000,51,108,148,98,75.0,15.0,8.0,0.6027,3459,0.1934,0.8,26.3
podkarpackie,tarnobrzeski,2018,1820000,11,144,149,450,204.0,130.0,116.0,0.4889,4150,0.2368,0.8,25.2
podkarpackie,lancucki,2018,1810000,13,113,126,236,164.0,21.0,51.0,0.5345,3621,0.1594,0.77,26.6
podlaskie,augustowski,2018,2001000,26,144,174,501,225.0,176.0,100.0,0.6212,4262,0.3445,0.68,28.0
podlaskie,bialostocki,2018,2002000,45,305,360,1176,483.0,394.0,299.0,0.5601,3923,0.2527,0.61,33.9
podlaskie,bielski,2018,2003000,10,85,94,358,145.0,124.0,89.0,0.5603,4953,0.1628,0.55,34.2
podlaskie,grajewski,2018,2004000,1,166,194,470,209.0,103.0,158.0,0.5751,4556,0.3415,0.75,25.6
podlaskie,hajnowski,2018,2005000,7,146,139,267,153.0,71.0,43.0,0.5806,4389,0.2718,0.5,36.9
podlaskie,kolnenski,2018,2006000,7,111,119,404,181.0,130.0,93.0,0.6754,3859,0.2143,0.83,25.1
podlaskie,m. bialystok,2018,2061000,71,589,624,2273,1103.0,437.0,733.0,0.5648,4396,0.3762,0.63,27.2
podlaskie,m. suwalki,2018,2063000,12,175,275,99,72.0,21.0,6.0,0.452,4006,0.4319,0.71,24.1
podlaskie,m. lomza,2018,2062000,11,34,134,276,234.0,13.0,29.0,0.4985,4056,0.3871,0.68,25.0
podlaskie,moniecki,2018,2008000,3,136,124,262,154.0,71.0,37.0,0.5699,3933,0.1409,0.68,30.5
podlaskie,sejnenski,2018,2009000,2,65,71,200,95.0,73.0,32.0,0.6211,4092,0.39,0.63,32.9
podlaskie,siemiatycki,2018,2010000,10,161,166,434,208.0,137.0,89.0,0.6468,3773,0.211,0.57,35.0
podlaskie,sokolski,2018,2011000,16,254,287,610,313.0,110.0,187.0,0.6814,3951,0.2019,0.64,30.8
podlaskie,suwalski,2018,2012000,11,88,98,375,155.0,106.0,114.0,0.4564,3762,0.1925,0.7,31.7
podlaskie,wysokomazowiecki,2018,2013000,2,164,166,375,182.0,142.0,51.0,0.5654,4416,0.2329,0.68,32.3
podlaskie,zambrowski,2018,2014000,13,153,154,342,163.0,67.0,112.0,0.5564,4196,0.2636,0.72,27.6
podlaskie,lomzynski,2018,2007000,6,107,125,307,160.0,84.0,63.0,0.5143,4368,0.2088,0.73,30.8
pomorskie,bytowski,2018,2201000,24,101,111,376,165.0,56.0,155.0,0.4493,4214,0.2319,0.82,23.3
pomorskie,chojnicki,2018,2202000,27,195,205,610,406.0,94.0,110.0,0.5328,3761,0.2633,0.77,25.5
pomorskie,czluchowski,2018,2203000,8,84,106,239,145.0,37.0,57.0,0.4721,3979,0.3,0.77,24.3
pomorskie,gdanski,2018,2204000,50,131,162,558,206.0,76.0,276.0,0.4837,4438,0.3018,0.71,29.8
pomorskie,kartuski,2018,2205000,64,98,154,484,257.0,111.0,116.0,0.2678,3957,0.1765,0.79,28.7
pomorskie,koscierski,2018,2206000,51,95,138,403,176.0,59.0,168.0,0.4434,3720,0.2082,0.76,26.7
pomorskie,kwidzynski,2018,2207000,27,69,77,352,122.0,137.0,93.0,0.5401,4362,0.3243,0.82,22.5
pomorskie,leborski,2018,2208000,29,134,141,894,332.0,282.0,280.0,0.3481,4203,0.4024,0.74,25.8
pomorskie,m. gdansk,2018,2261000,71,368,420,2137,1538.0,327.0,272.0,0.4397,5642,0.2848,0.62,29.0
pomorskie,m. gdynia,2018,2262000,67,282,316,946,784.0,61.0,101.0,0.3602,5347,0.3258,0.63,28.8
pomorskie,m. sopot,2018,2264000,22,45,52,185,156.0,13.0,16.0,0.3497,5700,0.2202,0.54,34.0
pomorskie,m. slupsk,2018,2263000,23,99,126,424,350.0,24.0,50.0,0.2951,4057,0.4217,0.65,25.9
pomorskie,malborski,2018,2209000,24,185,216,523,203.0,194.0,126.0,0.4771,3868,0.2832,0.77,23.4
pomorskie,nowodworski,2018,2210000,19,99,107,233,106.0,55.0,72.0,0.444,4065,0.3018,0.64,30.9
pomorskie,pucki,2018,2211000,52,134,141,622,215.0,132.0,275.0,0.4215,4198,0.2745,0.6,36.0
pomorskie,starogardzki,2018,2213000,53,160,191,1161,510.0,107.0,544.0,0.4139,4323,0.2602,0.78,25.3
pomorskie,sztumski,2018,2216000,25,52,111,148,104.0,13.0,31.0,0.4618,3982,0.2919,0.83,22.6
pomorskie,slupski,2018,2212000,58,214,209,452,210.0,97.0,145.0,0.4163,4149,0.3363,0.74,26.4
pomorskie,tczewski,2018,2214000,48,214,205,815,307.0,209.0,299.0,0.5282,4392,0.3084,0.82,22.5
pomorskie,wejherowski,2018,2215000,81,361,388,1312,516.0,187.0,609.0,0.3931,4046,0.2624,0.78,25.8
warmińsko-mazurskie,bartoszycki,2018,2801000,11,178,177,352,239.0,50.0,63.0,0.6194,3779,0.3105,0.75,23.3
warmińsko-mazurskie,braniewski,2018,2802000,3,144,133,317,181.0,30.0,106.0,0.6242,3713,0.3011,0.78,23.3
warmińsko-mazurskie,dzialdowski,2018,2803000,5,304,236,831,396.0,68.0,367.0,0.5959,3698,0.3134,0.74,25.6
warmińsko-mazurskie,elblaski,2018,2804000,22,169,169,610,296.0,78.0,236.0,0.585,3735,0.3147,0.79,24.2
warmińsko-mazurskie,elcki,2018,2805000,26,307,254,440,229.0,102.0,109.0,0.515,3693,0.4782,0.75,23.5
warmińsko-mazurskie,gizycki,2018,2806000,8,80,63,407,201.0,106.0,100.0,0.4325,3901,0.4313,0.7,25.5
warmińsko-mazurskie,goldapski,2018,2818000,36,98,135,162,104.0,8.0,50.0,0.5564,3542,0.2645,0.75,24.1
warmińsko-mazurskie,ilawski,2018,2807000,19,202,196,566,316.0,106.0,144.0,0.3172,3648,0.2756,0.78,24.3
warmińsko-mazurskie,ketrzynski,2018,2808000,11,191,195,519,246.0,134.0,139.0,0.5946,3714,0.405,0.74,23.1
warmińsko-mazurskie,lidzbarski,2018,2809000,21,163,111,346,173.0,40.0,133.0,0.5665,3695,0.4134,0.74,24.6
warmińsko-mazurskie,m. elblag,2018,2861000,49,148,303,2078,760.0,742.0,576.0,0.4943,4287,0.4154,0.74,22.8
warmińsko-mazurskie,m. olsztyn,2018,2862000,27,234,536,794,436.0,313.0,45.0,0.4419,4648,0.5027,0.64,26.5
