LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS
890,małopolskie,nowosądecki,Muszyna,miejsko-wiejska,OPS,301210113000,8,8,X,X,X,X
891,małopolskie,nowosądecki,Nawojowa,wiejska,OPS,301210122000,14,14,X,X,X,X
892,małopolskie,nowosądecki,Piwniczna-Zdrój,miejsko-wiejska,OPS,301210133000,15,15,X,X,X,X
893,małopolskie,nowosądecki,Podegrodzie,wiejska,OPS,301210142000,8,8,X,X,X,X
894,małopolskie,nowosądecki,Rytro,wiejska,OPS,301210152000,1,1,X,X,X,X
895,małopolskie,nowosądecki,Stary Sącz,miejsko-wiejska,OPS,301210163000,30,30,X,X,X,X
896,małopolskie,nowotarski,Czarny Dunajec,wiejska,OPS,301211032000,35,35,X,X,X,X
897,małopolskie,nowotarski,Czorsztyn,wiejska,OPS,301211042000,7,7,X,X,X,X
898,małopolskie,nowotarski,Jabłonka,wiejska,OPS,301211052000,36,36,X,X,X,X
899,małopolskie,nowotarski,Krościenko nad Dunajcem,wiejska,OPS,301211062000,4,4,X,X,X,X
900,małopolskie,nowotarski,Lipnica Wielka,wiejska,OPS,301211072000,9,9,X,X,X,X
901,małopolskie,nowotarski,Łapsze Niżne,wiejska,OPS,301211082000,15,15,X,X,X,X
902,małopolskie,nowotarski,Nowy Targ,miejska,OPS,301211011000,36,36,X,X,X,X
903,małopolskie,nowotarski,Nowy Targ,wiejska,OPS,301211092000,50,50,X,X,X,X
904,małopolskie,nowotarski,Ochotnica Dolna,wiejska,OPS,301211102000,5,5,X,X,X,X
905,małopolskie,nowotarski,Raba Wyżna,wiejska,OPS,301211112000,14,14,X,X,X,X
906,małopolskie,nowotarski,Rabka-Zdrój,miejsko-wiejska,OPS,301211123000,24,24,X,X,X,X
907,małopolskie,nowotarski,Spytkowice,wiejska,OPS,301211132000,7,7,X,X,X,X
908,małopolskie,nowotarski,Szaflary,wiejska,OPS,301211142000,22,22,X,X,X,X
909,małopolskie,nowotarski,Szczawnica,miejsko-wiejska,OPS,301211023000,17,17,X,X,X,X
910,małopolskie,m. Nowy Sącz,M. Nowy Sącz,miejska,MOPR,251262011000,191,191,X,X,X,X
911,małopolskie,olkuski,Bolesław,wiejska,OPS,301212032000,24,24,X,X,X,X
912,małopolskie,olkuski,Bukowno,miejska,OPS,301212011000,18,18,X,X,X,X
913,małopolskie,olkuski,Klucze,wiejska,OPS,301212042000,35,35,X,X,X,X
914,małopolskie,olkuski,Olkusz,miejsko-wiejska,OPS,301212053000,88,88,X,X,X,X
915,małopolskie,olkuski,Trzyciąż,wiejska,OPS,301212062000,6,6,X,X,X,X
916,małopolskie,olkuski,Wolbrom,miejsko-wiejska,OPS,301212073000,40,40,X,X,X,X
917,małopolskie,oświęcimski,Brzeszcze,miejsko-wiejska,OPS,301213023000,19,19,X,X,X,X
918,małopolskie,oświęcimski,Chełmek,miejsko-wiejska,OPS,301213033000,15,15,X,X,X,X
919,małopolskie,oświęcimski,Kęty,miejsko-wiejska,OPS,301213043000,28,28,X,X,X,X
920,małopolskie,oświęcimski,Osiek,wiejska,OPS,301213052000,7,7,X,X,X,X
921,małopolskie,oświęcimski,Oświęcim,miejska,OPS,301213011000,72,72,X,X,X,X
922,małopolskie,oświęcimski,Oświęcim,wiejska,OPS,301213062000,36,36,X,X,X,X
923,małopolskie,oświęcimski,Polanka Wielka,wiejska,OPS,301213072000,3,3,X,X,X,X
924,małopolskie,oświęcimski,Przeciszów,wiejska,OPS,301213082000,6,6,X,X,X,X
925,małopolskie,oświęcimski,Zator,miejsko-wiejska,OPS,301213093000,5,5,X,X,X,X
926,małopolskie,proszowicki,Koniusza,wiejska,OPS,301214012000,0,0,X,X,X,X
927,małopolskie,proszowicki,Koszyce,wiejska,OPS,301214022000,10,10,X,X,X,X
928,małopolskie,proszowicki,Nowe Brzesko,miejsko-wiejska,OPS,301214033000,8,8,X,X,X,X
929,małopolskie,proszowicki,Pałecznica,wiejska,OPS,301214042000,1,1,X,X,X,X
930,małopolskie,proszowicki,Proszowice,miejsko-wiejska,OPS,301214053000,8,8,X,X,X,X
931,małopolskie,proszowicki,Radziemice,wiejska,OPS,301214062000,3,3,X,X,X,X
932,małopolskie,suski,Budzów,wiejska,OPS,301215032000,24,24,X,X,X,X
933,małopolskie,suski,Bystra-Sidzina,wiejska,OPS,301215042000,4,4,X,X,X,X
934,małopolskie,suski,Jordanów,miejska,OPS,301215011000,5,5,X,X,X,X
935,małopolskie,suski,Jordanów,wiejska,OPS,301215052000,28,28,X,X,X,X
936,małopolskie,suski,Maków Podhalański,miejsko-wiejska,OPS,301215063000,34,34,X,X,X,X
937,małopolskie,suski,Stryszawa,wiejska,OPS,301215072000,20,20,X,X,X,X
938,małopolskie,suski,Sucha Beskidzka,miejska,OPS,301215021000,9,9,X,X,X,X
939,małopolskie,suski,Zawoja,wiejska,OPS,301215082000,0,0,X,X,X,X
940,małopolskie,suski,Zembrzyce,wiejska,OPS,301215092000,6,6,X,X,X,X
941,małopolskie,tarnowski,Ciężkowice,miejsko-wiejska,OPS,301216013000,10,10,X,X,X,X
942,małopolskie,tarnowski,Gromnik,wiejska,OPS,301216022000,15,15,X,X,X,X
943,małopolskie,tarnowski,Lisia Góra,wiejska,OPS,301216032000,11,11,X,X,X,X
944,małopolskie,tarnowski,Pleśna,wiejska,OPS,301216042000,6,6,X,X,X,X
945,małopolskie,tarnowski,Radłów,miejsko-wiejska,OPS,301216053000,2,2,X,X,X,X
946,małopolskie,tarnowski,Ryglice,miejsko-wiejska,OPS,301216063000,18,18,X,X,X,X
947,małopolskie,tarnowski,Rzepiennik Strzyżewski,wiejska,OPS,301216072000,8,8,X,X,X,X
948,małopolskie,tarnowski,Skrzyszów,wiejska,OPS,301216082000,17,17,X,X,X,X
949,małopolskie,tarnowski,Szerzyny,wiejska,OPS,301216162000,8,8,X,X,X,X
950,małopolskie,tarnowski,Tarnów,wiejska,OPS,301216092000,22,22,X,X,X,X
951,małopolskie,tarnowski,Tuchów,miejsko-wiejska,OPS,301216103000,36,36,X,X,X,X
952,małopolskie,tarnowski,Wietrzychowice,wiejska,OPS,301216122000,2,2,X,X,X,X
953,małopolskie,tarnowski,Wojnicz,miejsko-wiejska,OPS,301216133000,4,4,X,X,X,X
954,małopolskie,tarnowski,Zakliczyn,miejsko-wiejska,OPS,301216142000,5,5,X,X,X,X
955,małopolskie,tarnowski,Żabno,miejsko-wiejska,OPS,301216153000,18,18,X,X,X,X
956,małopolskie,m. Tarnów,M. Tarnów,miejska,MOPR,251263011000,213,213,X,X,X,X
957,małopolskie,tatrzański,Biały Dunajec,wiejska,OPS,301217022000,7,7,X,X,X,X
958,małopolskie,tatrzański,Bukowina Tatrzańska,wiejska,OPS,301217032000,11,11,X,X,X,X
959,małopolskie,tatrzański,Kościelisko,wiejska,OPS,301217042000,12,12,X,X,X,X
960,małopolskie,tatrzański,Poronin,wiejska,OPS,301217052000,15,15,X,X,X,X
961,małopolskie,tatrzański,Zakopane,miejska,OPS,301217011000,0,0,X,X,X,X
962,małopolskie,wadowicki,Andrychów,miejsko-wiejska,OPS,301218013000,28,28,X,X,X,X
963,małopolskie,wadowicki,Brzeźnica,wiejska,OPS,301218022000,9,9,X,X,X,X
964,małopolskie,wadowicki,Kalwaria Zebrzydowska,miejsko-wiejska,OPS,301218033000,16,16,X,X,X,X
965,małopolskie,wadowicki,Lanckorona,wiejska,OPS,301218042000,11,11,X,X,X,X
966,małopolskie,wadowicki,Mucharz,wiejska,OPS,301218052000,6,6,X,X,X,X
967,małopolskie,wadowicki,Spytkowice,wiejska,OPS,301218062000,14,14,X,X,X,X
968,małopolskie,wadowicki,Stryszów,wiejska,OPS,301218072000,9,9,X,X,X,X
969,małopolskie,wadowicki,Tomice,wiejska,OPS,301218082000,16,16,X,X,X,X
970,małopolskie,wadowicki,Wadowice,miejsko-wiejska,OPS,301218093000,11,11,X,X,X,X
971,małopolskie,wadowicki,Wieprz,wiejska,OPS,301218102000,22,22,X,X,X,X
972,małopolskie,wielicki,Biskupice,wiejska,OPS,301219012000,8,8,X,X,X,X
973,małopolskie,wielicki,Gdów,wiejska,OPS,301219022000,15,15,X,X,X,X
974,małopolskie,wielicki,Kłaj,wiejska,OPS,301219032000,6,6,X,X,X,X
975,małopolskie,wielicki,Niepołomice,miejsko-wiejska,OPS,301219043000,15,15,X,X,X,X
976,małopolskie,wielicki,Wieliczka,miejsko-wiejska,OPS,301219053000,128,128,X,X,X,X
977,mazowieckie,-,-,-,WPS,101400000000,7992,7992,X,X,X,X
978,mazowieckie,kozienicki,Gniewoszów,wiejska,OPS,301407032000,2,2,X,X,X,X
979,mazowieckie,białobrzeski,Białobrzegi,miejsko-wiejska,OPS,301401013000,16,16,X,X,X,X
980,mazowieckie,białobrzeski,Promna,wiejska,OPS,301401022000,9,9,X,X,X,X
981,mazowieckie,białobrzeski,Radzanów,wiejska,OPS,301401032000,4,4,X,X,X,X
982,mazowieckie,białobrzeski,Stara Błotnica,wiejska,OPS,301401042000,13,13,X,X,X,X
983,mazowieckie,białobrzeski,Stromiec,wiejska,OPS,301401052000,34,34,X,X,X,X
984,mazowieckie,białobrzeski,Wyśmierzyce,miejsko-wiejska,OPS,301401063000,7,7,X,X,X,X
985,mazowieckie,ciechanowski,Ciechanów,miejska,OPS,301402011000,75,75,X,X,X,X
986,mazowieckie,ciechanowski,Ciechanów,wiejska,OPS,301402022000,4,4,X,X,X,X
987,mazowieckie,ciechanowski,Glinojeck,miejsko-wiejska,OPS,301402033000,2,2,X,X,X,X
988,mazowieckie,ciechanowski,Gołymin-Ośrodek,wiejska,OPS,301402042000,13,13,X,X,X,X
989,mazowieckie,ciechanowski,Grudusk,wiejska,OPS,301402052000,1,1,X,X,X,X
990,mazowieckie,ciechanowski,Ojrzeń,wiejska,OPS,301402062000,10,10,X,X,X,X
991,mazowieckie,ciechanowski,Opinogóra Górna,wiejska,OPS,301402072000,1,1,X,X,X,X
992,mazowieckie,ciechanowski,Regimin,wiejska,OPS,301402082000,9,9,X,X,X,X
993,mazowieckie,ciechanowski,Sońsk,wiejska,OPS,301402092000,14,14,X,X,X,X
994,mazowieckie,garwoliński,Borowie,wiejska,OPS,301403032000,7,7,X,X,X,X
995,mazowieckie,garwoliński,Garwolin,miejska,OPS,301403011000,34,34,X,X,X,X
996,mazowieckie,garwoliński,Garwolin,wiejska,OPS,301403042000,29,29,X,X,X,X
997,mazowieckie,garwoliński,Górzno,wiejska,OPS,301403052000,7,7,X,X,X,X
998,mazowieckie,garwoliński,Łaskarzew,miejska,OPS,301403021000,4,4,X,X,X,X
999,mazowieckie,garwoliński,Łaskarzew,wiejska,OPS,301403062000,4,4,X,X,X,X
1000,mazowieckie,garwoliński,Maciejowice,wiejska,OPS,301403072000,10,10,X,X,X,X
1001,mazowieckie,garwoliński,Miastków Kościelny,wiejska,OPS,301403082000,18,18,X,X,X,X
1002,mazowieckie,garwoliński,Parysów,wiejska,OPS,301403092000,10,10,X,X,X,X
1003,mazowieckie,garwoliński,Pilawa,miejsko-wiejska,OPS,301403103000,17,17,X,X,X,X
1004,mazowieckie,garwoliński,Sobolew,wiejska,OPS,301403112000,13,13,X,X,X,X
1005,mazowieckie,garwoliński,Trojanów,wiejska,OPS,301403122000,0,0,X,X,X,X
1006,mazowieckie,garwoliński,Wilga,wiejska,OPS,301403132000,0,0,X,X,X,X
1007,mazowieckie,garwoliński,Żelechów,miejsko-wiejska,OPS,301403143000,27,27,X,X,X,X
1008,mazowieckie,gostyniński,Gostynin,miejska,OPS,301404011000,13,13,X,X,X,X
1009,mazowieckie,gostyniński,Gostynin,wiejska,OPS,301404022000,19,19,X,X,X,X
1010,mazowieckie,gostyniński,Pacyna,wiejska,OPS,301404032000,1,1,X,X,X,X
1011,mazowieckie,gostyniński,Sanniki,miejsko-wiejska,OPS,301404042000,15,15,X,X,X,X
1012,mazowieckie,gostyniński,Szczawin Kościelny,wiejska,OPS,301404052000,3,3,X,X,X,X
1013,mazowieckie,grodziski,Baranów,wiejska,OPS,301405032000,0,0,X,X,X,X
1014,mazowieckie,grodziski,Grodzisk Mazowiecki,miejsko-wiejska,OPS,301405043000,10,10,X,X,X,X
1015,mazowieckie,grodziski,Jaktorów,wiejska,OPS,301405052000,10,10,X,X,X,X
1016,mazowieckie,grodziski,Milanówek,miejska,OPS,301405011000,12,12,X,X,X,X
1017,mazowieckie,grodziski,Podkowa Leśna,miejska,OPS,301405021000,3,3,X,X,X,X
1018,mazowieckie,grodziski,Żabia Wola,wiejska,OPS,301405062000,11,11,X,X,X,X
1019,mazowieckie,grójecki,Belsk Duży,wiejska,OPS,301406012000,16,16,X,X,X,X
1020,mazowieckie,grójecki,Błędów,wiejska,OPS,301406022000,3,3,X,X,X,X
1021,mazowieckie,grójecki,Chynów,wiejska,OPS,301406032000,0,0,X,X,X,X
1022,mazowieckie,grójecki,Goszczyn,wiejska,OPS,301406042000,6,6,X,X,X,X
1023,mazowieckie,grójecki,Grójec,miejsko-wiejska,OPS,301406053000,11,11,X,X,X,X
1024,mazowieckie,grójecki,Jasieniec,wiejska,OPS,301406062000,4,4,X,X,X,X
1025,mazowieckie,grójecki,Mogielnica,miejsko-wiejska,OPS,301406073000,12,12,X,X,X,X
1026,mazowieckie,grójecki,Nowe Miasto nad Pilicą,miejsko-wiejska,OPS,301406083000,11,11,X,X,X,X
1027,mazowieckie,grójecki,Pniewy,wiejska,OPS,301406092000,17,17,X,X,X,X
1028,mazowieckie,grójecki,Warka,miejsko-wiejska,OPS,301406113000,31,31,X,X,X,X
1029,mazowieckie,kozienicki,Garbatka-Letnisko,wiejska,OPS,301407012000,6,6,X,X,X,X
1030,mazowieckie,kozienicki,Głowaczów,wiejska,OPS,301407022000,0,0,X,X,X,X
1031,mazowieckie,kozienicki,Grabów nad Pilicą,wiejska,OPS,301407042000,3,3,X,X,X,X
1032,mazowieckie,kozienicki,Kozienice,miejsko-wiejska,OPS,301407053000,48,48,X,X,X,X
1033,mazowieckie,kozienicki,Magnuszew,wiejska,OPS,301407062000,5,5,X,X,X,X
1034,mazowieckie,kozienicki,Sieciechów,wiejska,OPS,301407072000,7,7,X,X,X,X
1035,mazowieckie,legionowski,Jabłonna,wiejska,OPS,301408022000,48,48,X,X,X,X
1036,mazowieckie,legionowski,Legionowo,miejska,OPS,301408011000,80,80,X,X,X,X
1037,mazowieckie,legionowski,Nieporęt,wiejska,OPS,301408032000,24,24,X,X,X,X
1038,mazowieckie,legionowski,Serock,miejsko-wiejska,OPS,301408043000,21,21,X,X,X,X
1039,mazowieckie,legionowski,Wieliszew,wiejska,OPS,301408052000,5,5,X,X,X,X
1040,mazowieckie,lipski,Chotcza,wiejska,OPS,301409012000,1,1,X,X,X,X
1041,mazowieckie,lipski,Ciepielów,wiejska,OPS,301409022000,7,7,X,X,X,X
1042,mazowieckie,lipski,Lipsko,miejsko-wiejska,OPS,301409033000,32,32,X,X,X,X
1043,mazowieckie,lipski,Rzeczniów,wiejska,OPS,301409042000,3,3,X,X,X,X
1044,mazowieckie,lipski,Sienno,wiejska,OPS,301409052000,8,8,X,X,X,X
1045,mazowieckie,lipski,Solec nad Wisłą,wiejska,OPS,301409062000,1,1,X,X,X,X
1046,mazowieckie,łosicki,Huszlew,wiejska,OPS,301410012000,2,2,X,X,X,X
1047,mazowieckie,łosicki,Łosice,miejsko-wiejska,OPS,301410023000,24,24,X,X,X,X
1048,mazowieckie,łosicki,Olszanka,wiejska,OPS,301410032000,6,6,X,X,X,X
1049,mazowieckie,łosicki,Platerów,wiejska,OPS,301410042000,1,1,X,X,X,X
1050,mazowieckie,łosicki,Sarnaki,wiejska,OPS,301410052000,12,12,X,X,X,X
1051,mazowieckie,łosicki,Stara Kornica,wiejska,OPS,301410062000,12,12,X,X,X,X
1052,mazowieckie,makowski,Czerwonka,wiejska,OPS,301411022000,3,3,X,X,X,X
1053,mazowieckie,makowski,Karniewo,wiejska,OPS,301411032000,1,1,X,X,X,X
1054,mazowieckie,makowski,Krasnosielc,wiejska,OPS,301411042000,1,1,X,X,X,X
1055,mazowieckie,makowski,Maków Mazowiecki,miejska,OPS,301411011000,1,1,X,X,X,X
1056,mazowieckie,makowski,Młynarze,wiejska,OPS,301411052000,3,3,X,X,X,X
1057,mazowieckie,makowski,Płoniawy-Bramura,wiejska,OPS,301411062000,8,8,X,X,X,X
1058,mazowieckie,makowski,Różan,miejsko-wiejska,OPS,301411073000,14,14,X,X,X,X
1059,mazowieckie,makowski,Rzewnie,wiejska,OPS,301411082000,3,3,X,X,X,X
1060,mazowieckie,makowski,Sypniewo,wiejska,OPS,301411092000,3,3,X,X,X,X
1061,mazowieckie,makowski,Szelków,wiejska,OPS,301411102000,3,3,X,X,X,X
1062,mazowieckie,miński,Cegłów,wiejska,OPS,301412042000,7,7,X,X,X,X
1063,mazowieckie,miński,Dębe Wielkie,wiejska,OPS,301412052000,13,13,X,X,X,X
1064,mazowieckie,miński,Dobre,wiejska,OPS,301412062000,22,22,X,X,X,X
1065,mazowieckie,miński,Halinów,miejsko-wiejska,OPS,301412073000,6,6,X,X,X,X
1066,mazowieckie,miński,Jakubów,wiejska,OPS,301412082000,13,13,X,X,X,X
1067,mazowieckie,miński,Kałuszyn,miejsko-wiejska,OPS,301412093000,0,0,X,X,X,X
1068,mazowieckie,miński,Latowicz,wiejska,OPS,301412102000,10,10,X,X,X,X
1069,mazowieckie,miński,Mińsk Mazowiecki,miejska,OPS,301412011000,0,0,X,X,X,X
1070,mazowieckie,miński,Mińsk Mazowiecki,wiejska,OPS,301412112000,38,38,X,X,X,X
1071,mazowieckie,miński,Mrozy,miejsko-wiejska,OPS,301412122000,3,3,X,X,X,X
1072,mazowieckie,miński,Siennica,wiejska,OPS,301412132000,8,8,X,X,X,X
1073,mazowieckie,miński,Stanisławów,wiejska,OPS,301412142000,18,18,X,X,X,X
1074,mazowieckie,miński,Sulejówek,miejska,OPS,301412151000,22,22,X,X,X,X
1075,mazowieckie,mławski,Dzierzgowo,wiejska,OPS,301413022000,12,12,X,X,X,X
1076,mazowieckie,mławski,Lipowiec Kościelny,wiejska,OPS,301413032000,11,11,X,X,X,X
1077,mazowieckie,mławski,Mława,miejska,OPS,301413011000,42,42,X,X,X,X
1078,mazowieckie,mławski,Radzanów,wiejska,OPS,301413042000,4,4,X,X,X,X
1079,mazowieckie,mławski,Strzegowo,wiejska,OPS,301413052000,14,14,X,X,X,X
1080,mazowieckie,mławski,Stupsk,wiejska,OPS,301413062000,10,10,X,X,X,X
1081,mazowieckie,mławski,Szreńsk,wiejska,OPS,301413072000,9,9,X,X,X,X
1082,mazowieckie,mławski,Szydłowo,wiejska,OPS,301413082000,0,0,X,X,X,X
1083,mazowieckie,mławski,Wieczfnia Kościelna,wiejska,OPS,301413092000,11,11,X,X,X,X
1084,mazowieckie,mławski,Wiśniewo,wiejska,OPS,301413102000,11,11,X,X,X,X
1085,mazowieckie,nowodworski,Czosnów,wiejska,OPS,301414022000,17,17,X,X,X,X
1086,mazowieckie,nowodworski,Leoncin,wiejska,OPS,301414032000,0,0,X,X,X,X
1087,mazowieckie,nowodworski,Nasielsk,miejsko-wiejska,OPS,301414043000,14,14,X,X,X,X
1088,mazowieckie,nowodworski,Nowy Dwór Mazowiecki,miejska,OPS,301414011000,60,60,X,X,X,X
1089,mazowieckie,nowodworski,Pomiechówek,wiejska,OPS,301414052000,22,22,X,X,X,X
1090,mazowieckie,nowodworski,Zakroczym,miejsko-wiejska,OPS,301414063000,0,0,X,X,X,X
1091,mazowieckie,ostrołęcki,Baranowo,wiejska,OPS,301415012000,2,2,X,X,X,X
1092,mazowieckie,ostrołęcki,Czarnia,wiejska,OPS,301415022000,0,0,X,X,X,X
1093,mazowieckie,ostrołęcki,Czerwin,wiejska,OPS,301415032000,0,0,X,X,X,X
1094,mazowieckie,ostrołęcki,Goworowo,wiejska,OPS,301415042000,11,11,X,X,X,X
1095,mazowieckie,ostrołęcki,Kadzidło,wiejska,OPS,301415052000,25,25,X,X,X,X
1096,mazowieckie,ostrołęcki,Lelis,wiejska,OPS,301415062000,23,23,X,X,X,X
1097,mazowieckie,ostrołęcki,Łyse,wiejska,OPS,301415072000,10,10,X,X,X,X
1098,mazowieckie,ostrołęcki,Myszyniec,miejsko-wiejska,OPS,301415083000,4,4,X,X,X,X
1099,mazowieckie,ostrołęcki,Olszewo-Borki,wiejska,OPS,301415092000,5,5,X,X,X,X
1100,mazowieckie,ostrołęcki,Rzekuń,wiejska,OPS,301415102000,22,22,X,X,X,X
1101,mazowieckie,ostrołęcki,Troszyn,wiejska,OPS,301415112000,11,11,X,X,X,X
1102,mazowieckie,m. Ostrołęka,M. Ostrołęka,miejska,MOPR,251461011000,92,92,X,X,X,X
1103,mazowieckie,ostrowski,Andrzejewo,wiejska,OPS,301416022000,2,2,X,X,X,X
1104,mazowieckie,ostrowski,Boguty-Pianki,wiejska,OPS,301416032000,3,3,X,X,X,X
1105,mazowieckie,ostrowski,Brok,miejsko-wiejska,OPS,301416043000,10,10,X,X,X,X
1106,mazowieckie,ostrowski,Małkinia Górna,wiejska,OPS,301416052000,18,18,X,X,X,X
1107,mazowieckie,ostrowski,Nur,wiejska,OPS,301416062000,7,7,X,X,X,X
1108,mazowieckie,ostrowski,Ostrów Mazowiecka,miejska,OPS,301416011000,42,42,X,X,X,X
1109,mazowieckie,ostrowski,Ostrów Mazowiecka,wiejska,OPS,301416072000,38,38,X,X,X,X
1110,mazowieckie,ostrowski,Stary Lubotyń,wiejska,OPS,301416082000,15,15,X,X,X,X
1111,mazowieckie,ostrowski,Szulborze Wielkie,wiejska,OPS,301416092000,2,2,X,X,X,X
1112,mazowieckie,ostrowski,Wąsewo,wiejska,OPS,301416102000,15,15,X,X,X,X
1113,mazowieckie,ostrowski,Zaręby Kościelne,wiejska,OPS,301416112000,2,2,X,X,X,X
1114,mazowieckie,otwocki,Celestynów,wiejska,OPS,301417032000,26,26,X,X,X,X
1115,mazowieckie,otwocki,Józefów,miejska,OPS,301417011000,30,30,X,X,X,X
1116,mazowieckie,otwocki,Karczew,miejsko-wiejska,OPS,301417043000,40,40,X,X,X,X
1117,mazowieckie,otwocki,Kołbiel,wiejska,OPS,301417052000,19,19,X,X,X,X
1118,mazowieckie,otwocki,Osieck,wiejska,OPS,301417062000,5,5,X,X,X,X
1119,mazowieckie,otwocki,Otwock,miejska,OPS,301417021000,82,82,X,X,X,X
1120,mazowieckie,otwocki,Sobienie-Jeziory,wiejska,OPS,301417072000,8,8,X,X,X,X
1121,mazowieckie,otwocki,Wiązowna,wiejska,OPS,301417082000,29,29,X,X,X,X
1122,mazowieckie,piaseczyński,Góra Kalwaria,miejsko-wiejska,OPS,301418013000,46,46,X,X,X,X
1123,mazowieckie,piaseczyński,Konstancin-Jeziorna,miejsko-wiejska,OPS,301418023000,41,41,X,X,X,X
1124,mazowieckie,piaseczyński,Lesznowola,wiejska,OPS,301418032000,40,40,X,X,X,X
1125,mazowieckie,piaseczyński,Piaseczno,miejsko-wiejska,OPS,301418043000,132,132,X,X,X,X
1126,mazowieckie,piaseczyński,Prażmów,wiejska,OPS,301418052000,37,37,X,X,X,X
1127,mazowieckie,piaseczyński,Tarczyn,miejsko-wiejska,OPS,301418063000,2,2,X,X,X,X
1128,mazowieckie,m. Płock,M. Płock,miejska,MOPR,251462011000,93,93,X,X,X,X
1129,mazowieckie,płocki,Stara Biała,wiejska,OPS,301419132000,28,28,X,X,X,X
1130,mazowieckie,płocki,Bielsk,wiejska,OPS,301419012000,15,15,X,X,X,X
1131,mazowieckie,płocki,Bodzanów,wiejska,OPS,301419022000,0,0,X,X,X,X
1132,mazowieckie,płocki,Brudzeń Duży,wiejska,OPS,301419032000,13,13,X,X,X,X
1133,mazowieckie,płocki,Bulkowo,wiejska,OPS,301419042000,4,4,X,X,X,X
1134,mazowieckie,płocki,Drobin,miejsko-wiejska,OPS,301419053000,6,6,X,X,X,X
1135,mazowieckie,płocki,Gąbin,miejsko-wiejska,OPS,301419063000,7,7,X,X,X,X
1136,mazowieckie,płocki,Łąck,wiejska,OPS,301419072000,5,5,X,X,X,X
1137,mazowieckie,płocki,Mała Wieś,wiejska,OPS,301419082000,7,7,X,X,X,X
1138,mazowieckie,płocki,Nowy Duninów,wiejska,OPS,301419092000,3,3,X,X,X,X
1139,mazowieckie,płocki,Radzanowo,wiejska,OPS,301419102000,10,10,X,X,X,X
1140,mazowieckie,płocki,Słubice,wiejska,OPS,301419112000,3,3,X,X,X,X
1141,mazowieckie,płocki,Słupno,wiejska,OPS,301419122000,4,4,X,X,X,X
1142,mazowieckie,płocki,Staroźreby,wiejska,OPS,301419142000,2,2,X,X,X,X
1143,mazowieckie,płocki,Wyszogród,miejsko-wiejska,OPS,301419153000,12,12,X,X,X,X
1144,mazowieckie,płoński,Baboszewo,wiejska,OPS,301420032000,15,15,X,X,X,X
1145,mazowieckie,płoński,Czerwińsk nad Wisłą,wiejska,OPS,301420042000,15,15,X,X,X,X
1146,mazowieckie,płoński,Dzierzążnia,wiejska,OPS,301420052000,3,3,X,X,X,X
1147,mazowieckie,płoński,Joniec,wiejska,OPS,301420062000,8,8,X,X,X,X
1148,mazowieckie,płoński,Naruszewo,wiejska,OPS,301420072000,14,14,X,X,X,X
1149,mazowieckie,płoński,Nowe Miasto,wiejska,OPS,301420082000,7,7,X,X,X,X
1150,mazowieckie,płoński,Płońsk,miejska,OPS,301420011000,14,14,X,X,X,X
1151,mazowieckie,płoński,Płońsk,wiejska,OPS,301420092000,10,10,X,X,X,X
1152,mazowieckie,płoński,Raciąż,miejska,OPS,301420021000,14,14,X,X,X,X
1153,mazowieckie,płoński,Raciąż,wiejska,OPS,301420102000,37,37,X,X,X,X
1154,mazowieckie,płoński,Sochocin,wiejska,OPS,301420112000,22,22,X,X,X,X
1155,mazowieckie,płoński,Załuski,wiejska,OPS,301420122000,10,10,X,X,X,X
1156,mazowieckie,pruszkowski,Brwinów,miejsko-wiejska,OPS,301421033000,15,15,X,X,X,X
1157,mazowieckie,pruszkowski,Michałowice,wiejska,OPS,301421042000,13,13,X,X,X,X
1158,mazowieckie,pruszkowski,Nadarzyn,wiejska,OPS,301421052000,13,13,X,X,X,X
1159,mazowieckie,pruszkowski,Piastów,miejska,OPS,301421011000,1,1,X,X,X,X
1160,mazowieckie,pruszkowski,Pruszków,miejska,OPS,301421021000,70,70,X,X,X,X
1161,mazowieckie,pruszkowski,Raszyn,wiejska,OPS,301421062000,14,14,X,X,X,X
1162,mazowieckie,przasnyski,Chorzele,miejsko-wiejska,OPS,301422023000,29,29,X,X,X,X
1163,mazowieckie,przasnyski,Czernice Borowe,wiejska,OPS,301422032000,1,1,X,X,X,X
1164,mazowieckie,przasnyski,Jednorożec,wiejska,OPS,301422042000,9,9,X,X,X,X
1165,mazowieckie,przasnyski,Krasne,wiejska,OPS,301422052000,2,2,X,X,X,X
1166,mazowieckie,przasnyski,Krzynowłoga Mała,wiejska,OPS,301422062000,2,2,X,X,X,X
1167,mazowieckie,przasnyski,Przasnysz,miejska,OPS,301422011000,8,8,X,X,X,X
1168,mazowieckie,przasnyski,Przasnysz,wiejska,OPS,301422072000,27,27,X,X,X,X
1169,mazowieckie,przysuski,Borkowice,wiejska,OPS,301423012000,9,9,X,X,X,X
1170,mazowieckie,przysuski,Gielniów,wiejska,OPS,301423022000,2,2,X,X,X,X
1171,mazowieckie,przysuski,Klwów,wiejska,OPS,301423032000,4,4,X,X,X,X
1172,mazowieckie,przysuski,Odrzywół,wiejska,OPS,301423042000,0,0,X,X,X,X
1173,mazowieckie,przysuski,Potworów,wiejska,OPS,301423052000,0,0,X,X,X,X
